current_x,current_y,v_lineal,w_lineal
1.34506443182669,1.344267363026955,[0.07645003],[0.00267716]
1.3468513420714445,1.3460547583404348,[0.07551482],[0.00303916]
1.3486884349617518,1.3478919514974554,[0.07455354],[0.00294928]
1.3504490848330046,1.349652949944186,[0.07363218],[0.00286541]
1.352187323735839,1.3513917747193795,[0.0727225],[0.00278996]
1.3539561614591211,1.3531614431569545,[0.07179673],[0.00271957]
1.355651896740735,1.3548581789077911,[0.07090917],[0.00265715]
1.3573262442960639,1.3565336909566212,[0.07003276],[0.00259956]
1.3590302259176765,1.358239026012285,[-0.32347017],[-5.68263663]
1.360663879869344,1.359874132685556,[-0.32434361],[-5.68242142]
1.3625208881657631,1.3617308772908434,[-0.32505051],[-5.6855477]
1.3647795461201433,1.3639805471624347,[-0.32453761],[-5.70552373]
1.3670518179631794,1.3662136496579054,[-0.32063325],[-5.76471638]
1.369156984690992,1.3681983796310568,[-0.31345399],[-5.8577839]
1.3712004340691675,1.3700565605968091,[-0.30407801],[-5.97007403]
1.3730949550558669,1.3717250249254935,[-0.29220457],[-6.10101378]
1.3747433398697868,1.37306791902899,[-0.27636956],[-6.25902104]
1.3762371886412814,1.3741577800341003,[-0.25593941],[-6.44154526]
1.3777451764474704,1.3751500683957012,[-0.23357247],[-6.61933552]
1.379373487023818,1.3761123621391997,[-0.20762087],[-6.79945524]
1.3810998345657142,1.376998489480225,[-0.17403701],[-6.9939192]
1.3827793518248332,1.3777030402093724,[-0.14146882],[-7.14503223]
1.3848090951448273,1.3783999761603218,[-0.11285703],[-7.25006907]
1.3876137624096074,1.3791762410752366,[-0.08386876],[-7.33114497]
1.3911391811919744,1.3799283789110994,[-0.05539748],[-7.38633802]
1.3950533722197067,1.3805175561997056,[-0.02241942],[-7.41975701]
1.3991593408549852,1.380827227075052,[0.01835563],[-7.41654623]
1.4030537705439774,1.380789103196345,[0.06310998],[-7.35685959]
1.4066168804866053,1.3804223739298063,[0.1113448],[-7.22561106]
1.4099823542751215,1.379719485194692,0.15,[-7.00209187]
1.4131841785330719,1.3786649399711686,0.15,[-6.68346223]
1.4165051694659065,1.3771142715729836,0.15,[-6.25125691]
1.4200368450636525,1.3748826069501525,0.15,[-5.67360078]
1.4233167823083737,1.3721567944080455,0.15,[-4.97054498]
